eo_id,chunk_id,chunk_length,chunk_text
14196,12,114,b this order shall be implemented consistent with applicable law and subject to the availability of appropriations
14196,13,259,c this order is not intended to and does not create any right or benefit substantive or procedural enforceable at law or in equity by any party against the united states its departments agencies or entities its officers employees or agents or any other person
14193,1,145,imposing duties to address the flow of illicit drugs across our northern border  including the international emergency economic powers act 50 usc
14193,2,54,1701 et seq ieepa the national emer gencies act 50 usc
14193,3,70,1601 et seq nea section 604 of the trade act of 1974 as amended 19 usc
14193,4,61,2483 and section 301 of title 3 united states code i donald j
14193,5,256,trump president of the united states of america find that the sustained influx of illicit opioids and other drugs has profound consequences on our nation endangering lives and putting a severe strain on our healthcare system public services and communities
14193,6,50,this challenge threatens the fabric of our society
14193,7,127,gang members smugglers human traffickers and illicit drugs of all kinds have poured across our borders and into our communities
14193,8,235,canada has played a central role in these challenges including by failing to devote sufficient attention and resources or meaningfully coordinate with united states law enforcement partners to effectively stem the tide of illicit drugs
14193,9,277,drug trafficking organizations dtos are the worlds leading producers of fentanyl methamphetamine cocaine and other illicit drugs and they cul tivate process and distribute massive quantities of narcotics that fuel addic tion and violence in communities across the united states
14193,10,175,these dtos often collaborate with transnational cartels to smuggle illicit drugs into the united states utilizing clandestine airstrips maritime routes and over land corridors
14193,11,135,the challenges at our southern border are foremost in the public conscious ness but our northern border is not exempt from these issues
14193,12,141,criminal networks are implicated in human trafficking and smuggling operations enabling unvetted illegal migration across our northern border
14193,13,108,there is also a growing presence of mexican cartels operating fentanyl and nitazene synthesis labs in canada
14193,14,590,the flow of illicit drugs like fentanyl to the united states through both illicit distribution networks and international maildue in the case of the latter to the existing administrative exemption from duty and taxes also known as de minimis under section 1321 of title 19 united states codehas created a public health crisis in the united states as outlined in ial memorandum of january 20 2025 america first trade policy and executive order 14157 of january 20 2025 designating cartels and other organizations as foreign terrorist orga nizations and specially designated global terrorists
14193,15,384,with respect to smug gling of illicit drugs across our northern border canadas financial trans actions and reports analysis centre recently published a study on the laundering of proceeds of illicit synthetic opioids which recognized canadas heightened domestic production of fentanyl largely from british columbia and its growing footprint within international narcotics distribution
14193,16,159,despite a north american dialogue on the public health impacts of illicit drugs since 2016 canadian officials have acknowledged that the problem has only grown
14193,17,12,and while us
14193,18,277,customs and border protection cbp within the department of homeland security seized comparatively much less fentanyl from canada than from mexico last year fentanyl is so potent that even a very small parcel of the drug can cause many deaths and destruction to america families
14193,19,105,in fact the amount of fentanyl that crossed the northern border last year could kill 95 million americans
14193,20,173,immediate action is required to finally end this public health crisis and national emergency which will not happen unless the compliance and cooperation of canada is assured
14193,21,38,i hereby determine and order section 1
14193,22,98,a as president of the united states my highest duty is the defense of the country and its citizens
14193,23,47,a nation without borders is not a nation at all
14193,24,154,i will not stand by and allow our sovereignty to be eroded our laws to be trampled our citizens to be endangered or our borders to be disrespected anymore
14193,25,270,i previously declared a national emergency with respect to the grave threat to the united states posed by the influx of illegal aliens and illicit drugs into the united states in proclamation 10886 of january 20 2025 declaring a national emergency at the southern border
14193,26,408,pursuant to the nea i hereby expand the scope of the national emergency declared in that proclama tion to cover the threat to the safety and security of americans including the public health crisis of deaths due to the use of fentanyl and other illicit drugs and the failure of canada to do more to arrest seize detain or otherwise intercept dtos other drug and human traffickers criminals at large and drugs
14193,27,233,in addition this failure to act on the part of canada constitutes an unusual and extraordinary threat which has its source in substantial part outside the united states to the national security and foreign policy of the united states
14193,28,101,i hereby declare and reiterate a national emer gency under the nea and ieepa to deal with that threat
14193,29,194,this national emergency requires decisive and immediate action and i have decided to impose consistent with law ad valorem tariffs on articles that are products of canada set forth in this order
14193,30,202,in doing so i invoke my authority under section 1702a1b of ieepa and specifically find that action under other authority to impose tariffs is inadequate to address this unusual and extraor dinary threat
14193,31,311,a all articles that are products of canada as defined by the federal register notice described in subsection e of this section federal register notice and except for those products described in subsection b of this section shall be consistent with law subject to an additional 25 percent ad valorem rate of duty
14193,32,140,such rate of duty shall apply with respect to goods entered for consumption or withdrawn from warehouse for consump tion on or after 1201 am
14193,33,286,eastern time on february 4 2025 except that goods entered for consumption or withdrawn from warehouse for consump tion after such time that were loaded onto a vessel at the port of loading or in transit on the final mode of transport prior to entry into the united states before 1201 am
14193,34,158,eastern time on february 1 2025 shall not be subject to such additional duty only if the importer certifies to cbp as specified in the federal register notice
14193,35,380,b with respect to energy or energy resources as defined in section 8 of executive order 14156 of january 20 2025 declaring a national energy emergency and as otherwise included in the federal register notice such articles that are products of canada as defined by the federal register notice shall be consistent with law subject to an additional 10 percent ad valorem rate of duty
14193,36,140,such rate of duty shall apply with respect to goods entered for consumption or withdrawn from warehouse for consump tion on or after 1201 am
14193,37,286,eastern time on february 4 2025 except that goods entered for consumption or withdrawn from warehouse for consump tion after such time that were loaded onto a vessel at the port of loading or in transit on the final mode of transport prior to entry into the united states before 1201 am
14193,38,158,eastern time on february 1 2025 shall not be subject to such additional duty only if the importer certifies to cbp as specified in the federal register notice
14193,39,144,c the rates of duty established by this order are in addition to any other duties fees exactions or charges applicable to such imported articles
14193,40,261,d should canada retaliate against the united states in response to this action through import duties on united states exports to canada or similar measures may increase or expand in scope the duties imposed under this order to ensure the efficacy of this action
14193,41,368,e in order to establish the duty rate on imports of articles that are products of canada the secretary of homeland security shall determine the modifications necessary to the harmonized tariff schedule of the united states htsus in order to effectuate this order consistent with law and shall make such modifications to the htsus through notice in the federal register
14193,42,179,the modifications made to the htsus by this notice shall be effective with respect to goods entered for consumption or withdrawn from warehouse for consumption on or after 1201 am
14193,43,124,eastern time on february 4 2025 and shall continue in effect until such actions are expressly reduced modified or terminated
14193,44,263,f articles that are products of canada except those that are eligible for admission under domestic status as defined in 19 cfr 14643 which are subject to the duties imposed by this order and are admitted into a united states foreign trade zone on or after 1201 am
14193,45,169,eastern time on february 4 2025 except as otherwise noted in subsections a and b of this section must be admitted as privileged foreign status as defined in 19 cfr 14641
14193,46,223,such articles will be subject upon entry for consumption to the rates of duty related to the classification under the applicable htsus subheading in effect at the time of admittance into the united states foreign trade zone
14193,47,90,g no drawback shall be available with respect to the duties imposed pursuant to this order
14193,48,67,h for avoidance of doubt dutyfree de minimis treatment under 19 usc
14193,49,103,1321 shall not be available for the articles described in subsection a and subsection b of this section
14193,50,282,i any prior presidential proclamation executive order or other presi dential directive or guidance related to trade with canada that is inconsistent with the direction in this order is hereby terminated suspended or modified to the extent necessary to give full effect to this order
14193,51,115,j the articles described in subsection a and subsection b of this section shall exclude those encompassed by 50 usc
14193,52,5,1702b
14193,53,239,a the secretary of homeland security shall regularly consult with the secretary of state the attorney general the assistant to for national security affairs and the assistant to for homeland security on the situation at our northern border
14193,54,269,the secretary of homeland security shall inform of any circumstances that in the opinion of the secretary of homeland security indicate that the government of canada has taken adequate steps to alleviate this public health crisis through cooperative enforcement actions
14193,55,132,upon s determination of suffi cient action to alleviate the crisis the tariffs described in section 2 of this order shall be removed
14193,56,397,b the secretary of homeland security in coordination with the secretary of state the attorney general the assistant to for national security affairs and the assistant to for homeland security shall recommend additional action if necessary should the government of canada fail to take adequate steps to alleviate the illegal migration and illicit drug crises through cooperative enforcement actions
14193,57,309,the secretary of homeland security in consultation with the sec retary of the treasury the attorney general and the secretary of commerce is hereby authorized to take such actions including adopting rules and regulations and to employ all powers granted to by ieepa as may be necessary to implement this order
14193,58,147,the secretary of homeland security may consistent with applicable law redelegate any of these func tions within the department of homeland security
14193,59,121,all executive departments and agencies shall take all appropriate measures within their authority to implement this order
14193,60,406,the secretary of homeland security in coordination with the sec retary of the treasury the attorney general the secretary of commerce the assistant to for national security affairs and the assistant to for homeland security is hereby authorized to submit recurring and final reports to the congress on the national emergency under ieepa declared in this order consistent with section 401c of the nea 50 usc
14193,61,38,1641c and section 204c of ieepa 50 usc
14193,62,5,1703c
14193,63,18,general provisions
14193,64,294,a nothing in this order shall be construed to impair or otherwise affect i the authority granted by law to an executive department agency or the head thereof or ii the functions of the director of the office of management and budget relating to budgetary administrative or legislative proposals
14193,65,114,b this order shall be implemented consistent with applicable law and subject to the availability of appropriations
14193,66,259,c this order is not intended to and does not create any right or benefit substantive or procedural enforceable at law or in equity by any party against the united states its departments agencies or entities its officers employees or agents or any other person
14194,1,129,imposing duties to address the situation at our southern border  including the international emergency economic powers act 50 usc
14194,2,54,1701 et seq ieepa the national emer gencies act 50 usc
14194,3,70,1601 et seq nea section 604 of the trade act of 1974 as amended 19 usc
14194,4,61,2483 and section 301 of title 3 united states code i donald j
14194,5,283,trump president of the united states of america find that the sustained influx of illegal aliens and illicit opioids and other drugs has profound consequences on our nation endangering lives and putting a severe strain on our healthcare system public services communities and schools
14194,6,33,since the end of my first term us
14194,7,178,customs and border protection cbp within the department of homeland security has recorded more than three times as many inadmissible encounters nationwide as during my first term
14194,8,51,these challenges threaten the fabric of our society
14194,9,127,gang members smugglers human traffickers and illicit drugs of all kinds have poured across our borders and into our communities
14194,10,188,mexico has played a central role in these challenges including by failing to devote sufficient attention and resources to meaningfully stem the tide of unlawful migration and illicit drugs
14194,11,286,mexican drug trafficking organizations dtos are the worlds leading traf fickers of fentanyl methamphetamine cocaine and other illicit drugs and they cultivate process and distribute massive quantities of narcotics that fuel addiction and violence in communities across the united states
14194,12,254,these dtos collaborate and conspire with transnational cartels and other global partners to smuggle drugs into the united states utilizing clandestine air strips maritime routes tunnels and overland corridors and both willing and unwilling human couriers
14194,13,75,the mexican dtos have an intolerable alliance with the government of mexico
14194,14,160,this alliance endangers the national security of the united states and we must eradicate the influence of these dangerous cartels from the bilateral environment
14194,15,228,the government of mexico has afforded safe havens for the cartels to engage in the manufacturing and transportation of illicit drugs which collectively have led to the overdose deaths of hundreds of thousands of american victims
14194,16,143,mexican cartels are also implicated in human trafficking and smuggling operations enabling the illegal migration of millions across our borders
14194,17,130,these operations are often tied to organized crime and they create pathways for cartel activities to expand into the united states
14194,18,188,furthermore violent criminals originating from central and south america easily transit into and through mexico and into the united states where they cause irreparable harm to our citizens
14194,19,142,these dangerous criminals are involved in drugrelated violence gang activity and other crimes that endanger the safety of american communities
14194,20,367,immediate action is required to address the national emergency i declared in proclamation 10886 of january 20 2025 declaring a national emergency at the southern border of the united states and to finally end the public health crisis caused by opioid use and addiction which will not happen unless the compliance and cooperation of the government of mexico is assured
14194,21,38,i hereby determine and order section 1
14194,22,98,a as president of the united states my highest duty is the defense of the country and its citizens
14194,23,47,a nation without borders is not a nation at all
14194,24,154,i will not stand by and allow our sovereignty to be eroded our laws to be trampled our citizens to be endangered or our borders to be disrespected anymore
14194,25,197,i previously declared a national emergency with respect to the grave threat to the united states posed by the influx of illegal aliens and illicit drugs into the united states in proclamation 10886
14194,26,253,pursuant to the nea i hereby expand the scope of the national emergency declared in that proclamation to cover the failure of mexico to arrest seize detain or otherwise intercept dtos other drug and human traffickers criminals at large and illicit drugs
14194,27,259,in addition this failure to act on the part of the government of mexico constitutes an unusual and extraordinary threat which has its source in substantial part outside the united states to the national security foreign policy and economy of the united states
14194,28,100,i hereby declare and reiterate a national emergency under the nea and ieepa to deal with that threat
14194,29,197,this national emergency requires decisive and immediate action and i have decided to impose consistent with law ad valorem tariffs on articles that are products of mexico as set forth in this order
14194,30,201,in doing so i invoke my authority under section 1702a1b of ieepa and specifically find that action under other authority to impose tariffs is inadequate to address this unusual and extraordinary threat
14194,31,239,a all articles that are products of mexico as defined by the federal register notice described in section 2d of this order the federal register notice shall be consistent with law subject to an additional 25 percent ad valorem rate of duty
14194,32,140,such rate of duty shall apply with respect to goods entered for consumption or withdrawn from warehouse for con sumption on or after 1201 am
14194,33,286,eastern time on february 4 2025 except that goods entered for consumption or withdrawn from warehouse for con sumption after such time that were loaded onto a vessel at the port of loading or in transit on the final mode of transport prior to entry into the united states before 1201 am
14194,34,158,eastern time on february 1 2025 shall not be subject to such additional duty only if the importer certifies to cbp as specified in the federal register notice
14194,35,144,b the rates of duty established by this order are in addition to any other duties fees exactions or charges applicable to such imported articles
14194,36,289,c should the government of mexico retaliate against the united states in response to this action through import duties on united states exports to mexico or similar measures may increase or expand in scope the duties imposed under this executive order to ensure the efficacy of this action
14194,37,368,d in order to establish the duty rate on imports of articles that are products of mexico the secretary of homeland security shall determine the modifications necessary to the harmonized tariff schedule of the united states htsus in order to effectuate this order consistent with law and shall make such modifications to the htsus through notice in the federal register
14194,38,179,the modifications made to the htsus by this notice shall be effective with respect to goods entered for consumption or withdrawn from warehouse for consumption on or after 1201 am
14194,39,183,eastern time on february 4 2025 except as otherwise noted in subsection 2a of this section and shall continue in effect until such actions are expressly reduced modified or terminated
14194,40,263,e articles that are products of mexico except those that are eligible for admission under domestic status as defined in 19 cfr 14643 which are subject to the duties imposed by this order and are admitted into a united states foreign trade zone on or after 1201 am
14194,41,163,eastern time on february 4 2025 except as otherwise noted in subsection 2a of this section must be admitted as privileged foreign status as defined in 19 cfr 14641
14194,42,223,such articles will be subject upon entry for consumption to the rates of duty related to the classification under the applicable htsus subheading in effect at the time of admittance into the united states foreign trade zone
14194,43,90,f no drawback shall be available with respect to the duties imposed pursuant to this order
14194,44,67,g for avoidance of doubt dutyfree de minimis treatment under 19 usc
14194,45,86,1321 shall not be available for the articles described in subsection a of this section
14194,46,282,h any prior presidential proclamation executive order or other presi dential directive or guidance related to trade with mexico that is inconsistent with the direction in this order is hereby terminated suspended or modified to the extent necessary to give full effect to this order
14194,47,98,i the articles described in subsection a of this section shall exclude those encompassed by 50 usc
14194,48,5,1702b
14194,49,239,a the secretary of homeland security shall regularly consult with the secretary of state the attorney general the assistant to for national security affairs and the assistant to for homeland security on the situation at our southern border
14194,50,277,the secretary of homeland security shall inform of any circumstances that in the opinion of the secretary of homeland security indicate that the government of mexico has taken adequate steps to alleviate the illegal migration and illicit drug crisis through cooperative actions
14194,51,130,upon s determination of sufficient action to alleviate the crisis the tariffs described in section 2 of this order will be removed
14194,52,397,b the secretary of homeland security in coordination with the secretary of state the attorney general the assistant to for national security affairs and the assistant to for homeland security shall recommend additional action if necessary should the government of mexico fail to take adequate steps to alleviate the illegal migration and illicit drug crises through cooperative enforcement actions
14194,53,312,the secretary of homeland security in consultation with the sec retary of the treasury the attorney general and the secretary of commerce is hereby authorized to take such actions including adopting rules and regulations and to employ all powers granted to me by ieepa as may be necessary to implement this order
14194,54,146,the secretary of homeland security may consistent with applicable law redelegate any of these functions within the department of homeland security
14194,55,95,all agencies shall take all appropriate measures within their authority to implement this order
14194,56,406,the secretary of homeland security in coordination with the sec retary of the treasury the attorney general the secretary of commerce the assistant to for national security affairs and the assistant to for homeland security is hereby authorized to submit recurring and final reports to the congress on the national emergency under ieepa declared in this order consistent with section 401c of the nea 50 usc
14194,57,38,1641c and section 204c of ieepa 50 usc
14194,58,5,1703c
14194,59,18,general provisions
14194,60,294,a nothing in this order shall be construed to impair or otherwise affect i the authority granted by law to an executive department agency or the head thereof or ii the functions of the director of the office of management and budget relating to budgetary administrative or legislative proposals
14194,61,114,b this order shall be implemented consistent with applicable law and subject to the availability of appropriations
14194,62,259,c this order is not intended to and does not create any right or benefit substantive or procedural enforceable at law or in equity by any party against the united states its departments agencies or entities its officers employees or agents or any other person
14195,1,159,imposing duties to address the synthetic opioid supply chain in the peoples republic of china  including the international emergency economic powers act 50 usc
14195,2,54,1701 et seq ieepa the national emer gencies act 50 usc
14195,3,70,1601 et seq nea section 604 of the trade act of 1974 as amended 19 usc
14195,4,61,2483 and section 301 of title 3 united states code i donald j
14195,5,306,trump president of the united states of america find that the sustained influx of synthetic opioids has profound consequences on our nation including by killing approximately two hundred americans per day putting a severe strain on our healthcare system ravaging our communities and destroying our families
14195,6,101,synthetic opioid overdose is the leading cause of death for people aged 18 to 45 in the united states
14195,7,156,during my first term i took steps to end the direct flow of fentanyl and other synthetic opioids from the peoples republic of china prc to the united states
14195,8,315,since then the chinese communist party ccp which exerts ultimate control over the government and enterprises of the prc has sub sidized and otherwise incentivized prc chemical companies to export fentanyl and related precursor chemicals that are used to produce synthetic opioids sold illicitly in the united states
14195,9,203,furthermore the prc provides support to and safe haven for prcorigin transnational criminal organizations tcos that launder the revenues from the production shipment and sale of illicit synthetic opioids
14195,10,126,these prc origin tcos coordinate and communicate using prc social media software applications in the conduct of their business
14195,11,146,many prcbased chemical companies also go to great lengths to evade law enforcement and hide illicit substances in the flow of legitimate com merce
14195,12,249,some of the techniques employed by these prcbased companies to conceal the true contents of the parcels and the identity of the distributors include the use of reshippers in the united states false invoices fraudulent postage and deceptive packaging
14195,13,237,while more than 500000 pounds of drugs have been seized at the southern border each of the last 3 fiscal years in addition more than 42000 pounds of drugs have been seized at the northern border each year on average over the last 3 years
14195,14,120,illicit drugs kill tens of thousands of americans each year including 75000 deaths per year attributed to fentanyl alone
14195,15,75,the influx of these drugs to our nation threatens the fabric of our society
14195,16,231,the prc plays a central role in this challenge not merely by failing to stem the ultimate source of many illicit drugs distributed in the united states but by actively sustaining and expanding the business of poisoning our citizens
14195,17,540,the flow of contraband drugs like fentanyl to the united states through illicit distribution networks has created a national emergency including a public health crisis in the united states as outlined in ial memorandum of january 20 2025 america first trade policy proclamation 10886 of january 20 2025 declaring a national emergency at the southern border of the united states and executive order 14157 of january 20 designating cartels and other organizations as foreign terrorist orga nizations and specially designated global terrorists
14195,18,278,despite multiple attempts to resolve this crisis at its root source through bilateral dialogue prc officials have failed to follow through with the deci sive actions needed to stem the flow of precursor chemicals to known criminal cartels and shut down the money laundering tcos
14195,19,156,the prc imple ments the most sophisticated domestic surveillance network coupled with the most comprehensive domestic law enforcement apparatus in the world
14195,20,137,the prc also routinely exerts extraterritorial reach across the globe to threat en harass and suppress what it views as political dissent
14195,21,127,as such the ccp does not lack the capacity to severely blunt the global illicit opioid epidemic it simply is unwilling to do so
14195,22,274,immediate action is required to address the national emergency i declared and to finally end this emergency including the public health crisis caused by opioid use and addiction which will not happen until the full compliance and cooperation of the prc government is assured
14195,23,38,i hereby determine and order section 1
14195,24,98,a as president of the united states my highest duty is the defense of the country and its citizens
14195,25,143,i will not stand by and allow our citizens to be poisoned our laws to be trampled our communities to be ravaged or our families to be destroyed
14195,26,189,i previously declared a national emergency with respect to the grave threat to the united states posed by the influx of illegal aliens and drugs into the united states in proclamation 10886
14195,27,277,pursuant to the nea i hereby expand the scope of the national emergency declared in that proclamation to cover the failure of the prc government to arrest seize detain or otherwise intercept chemical precursor suppliers money launderers other tcos crimi nals at large and drugs
14195,28,219,in addition this failure to act constitutes an unusual and extraordinary threat which has its source in substantial part outside the united states to the national security foreign policy and economy of the united states
14195,29,100,i hereby declare and reiterate a national emergency under the nea and ieepa to deal with that threat
14195,30,198,this national emergency requires decisive and immediate action and i have decided to impose consistent with law ad valorem tariffs on articles that are products of the prc as set forth in this order
14195,31,201,in doing so i invoke my authority under section 1702a1b of ieepa and specifically find that action under other authority to impose tariffs is inadequate to address this unusual and extraordinary threat
14195,32,240,a all articles that are products of the prc as defined by the federal register notice described in section 2d of this order the federal register notice shall be consistent with law subject to an additional 10 percent ad valorem rate of duty
14195,33,140,such rate of duty shall apply with respect to goods entered for consumption or withdrawn from warehouse for con sumption on or after 1201 am
14195,34,286,eastern time on february 4 2025 except that goods entered for consumption or withdrawn from warehouse for con sumption after such time that were loaded onto a vessel at the port of loading or in transit on the final mode of transport prior to entry into the united states before 1201 am
14195,35,113,eastern time on february 1 2025 shall not be subject to such additional duty only if the importer certifies to us
14195,36,116,customs and border protection within the department of homeland security as specified in the federal register notice
14195,37,144,b the rates of duty established by this order are in addition to any other duties fees exactions or charges applicable to such imported articles
14195,38,273,c should the prc retaliate against the united states in response to this action through import duties on united states exports to the prc or similar measures may increase or expand in scope the duties imposed under this executive order to ensure the efficacy of this action
14195,39,387,d in order to establish the duty rate on imports of articles that are products of the prc the secretary of homeland security shall determine the modifications necessary to the harmonized tariff schedule of the united states htsus in order to effectuate the objectives of this order consistent with law and shall make such modifications to the htsus through notice in the federal register
14195,40,179,the modifications made to the htsus by this notice shall be effective with respect to goods entered for consumption or withdrawn from warehouse for consumption on or after 1201 am
14195,41,183,eastern time on february 4 2025 except as otherwise noted in subsection 2a of this section and shall continue in effect until such actions are expressly reduced modified or terminated
14195,42,264,e articles that are products of the prc except those that are eligible for admission under domestic status as defined in 19 cfr 14643 which are subject to the duties imposed by this order and are admitted into a united states foreign trade zone on or after 1201 am
14195,43,163,eastern time on february 4 2025 except as otherwise noted in subsection 2a of this section must be admitted as privileged foreign status as defined in 19 cfr 14641
14195,44,223,such articles will be subject upon entry for consumption to the rates of duty related to the classification under the applicable htsus subheading in effect at the time of admittance into the united states foreign trade zone
14195,45,90,f no drawback shall be available with respect to the duties imposed pursuant to this order
14195,46,67,g for avoidance of doubt dutyfree de minimis treatment under 19 usc
14195,47,86,1321 shall not be available for the articles described in subsection a of this section
14195,48,283,h any prior presidential proclamation executive order or other presi dential directive or guidance related to trade with the prc that is inconsistent with the direction in this order is hereby terminated suspended or modified to the extent necessary to give full effect to this order
14195,49,98,i the articles described in subsection a of this section shall exclude those encompassed by 50 usc
14195,50,5,1702b
14195,51,255,a the secretary of homeland security shall regularly consult with the secretary of state the attorney general the assistant to for national security affairs the attorney general and the assistant to for homeland security on the situation regarding the prc
14195,52,244,the secretary of homeland security shall inform of any cir cumstances that in the opinion of the secretary of homeland security indicate that the prc government has taken adequate steps to alleviate the opioid crisis through cooperative actions
14195,53,131,upon s determina tion of sufficient action to alleviate the crisis the tariffs described in section 2 of this order will be removed
14195,54,358,b the secretary of homeland security in coordination with the secretary of state the attorney general the assistant to for national security affairs and the assistant to for homeland security shall recommend additional action if necessary should the prc fail to take adequate steps to alleviate the illicit drug crisis through cooperative enforcement actions
14195,55,309,the secretary of homeland security in consultation with the sec retary of the treasury the attorney general and the secretary of commerce is hereby authorized to take such actions including adopting rules and regulations and to employ all powers granted to by ieepa as may be necessary to implement this order
14195,56,147,the secretary of homeland security may consistent with applicable law redelegate any of these func tions within the department of homeland security
14195,57,121,all executive departments and agencies shall take all appropriate measures within their authority to implement this order
14195,58,421,the secretary of homeland security in coordination with the sec retary of the treasury the secretary of commerce the assistant to the president for national security affairs the attorney general and the assist ant to for homeland security is hereby authorized to submit recurring and final reports to the congress on the national emergency under ieepa declared in this order consistent with section 401c of the nea 50 usc
14195,59,38,1641c and section 204c of ieepa 50 usc
14195,60,5,1703c
14195,61,18,general provisions
14195,62,294,a nothing in this order shall be construed to impair or otherwise affect i the authority granted by law to an executive department agency or the head thereof or ii the functions of the director of the office of management and budget relating to budgetary administrative or legislative proposals
14195,63,114,b this order shall be implemented consistent with applicable law and subject to the availability of appropriations
14195,64,259,c this order is not intended to and does not create any right or benefit substantive or procedural enforceable at law or in equity by any party against the united states its departments agencies or entities its officers employees or agents or any other person
14192,1,109,unleashing prosperity through deregulation  including the budget and accounting act of 1921 as amended 31 usc
14192,2,119,1101 et seq and in order to promote prudent financial management and alleviate unnecessary regulatory burdens section 1
14192,3,7,purpose
14192,4,247,the everexpanding morass of complicated federal regu lation imposes massive costs on the lives of millions of americans creates a substantial restraint on our economic growth and ability to build and innovate and hampers our global competitiveness
14192,5,447,despite the magnitude of their impact these measures are often difficult for the average person or business to understand as they require synthesizing the collective meaning not just of formal regulations but also rules memoranda administrative orders guidance documents policy statements and interagency agreements that are not subject to the administrative procedure act further increasing compliance costs and the risk of costs of noncompliance
14192,6,250,it is the policy of my administration to significantly reduce the private expenditures re quired to comply with federal regulations to secure americas economic prosperity and national security and the highest possible quality of life for each citizen
14192,7,123,to that end it is important that for each new regulation issued at least 10 prior regulations be identified for elimination
14192,8,149,this practice is to ensure that the cost of planned regulations is responsibly managed and controlled through a rigorous regulatory budgeting process
14192,9,6,policy
14192,10,225,it is the policy of the executive branch to be prudent and financially responsible in the expenditure of funds from both public and private sources and to alleviate unnecessary regulatory burdens placed on the american people
14192,11,35,regulatory cap for fiscal year 2025
14192,12,225,a unless prohibited by law whenever an executive department or agency agency publicly proposes for notice and comment or otherwise promulgates a new regulation it shall identify at least 10 existing regulations to be repealed
14192,13,387,b for fiscal year 2025 which is in progress the heads of all agencies are directed to ensure that the total incremental cost of all new regulations including repealed regulations being finalized this year shall be significantly less than zero as determined by the director of the office of management and budget director unless otherwise required by law or instructions from the director
14192,14,256,c in furtherance of the requirement of subsection a of this section any new incremental costs associated with new regulations shall to the extent permitted by law be offset by the elimination of existing costs associ ated with at least 10 prior regulations
14192,15,102,d the director shall provide the heads of agencies with guidance on the implementation of this section
14192,16,584,such guidance shall address among other things processes for standardizing the measurement and estimation of regulatory costs standards for determining what qualifies as new and offsetting regulations standards for determining the costs of existing regula tions that are considered for elimination processes for accounting for costs in different fiscal years methods to oversee the issuance of rules with costs offset by savings at different times or different agencies and emergencies and other circumstances that might justify individual waivers of the require ments of this section
14192,17,70,the director shall consider phasing in and updating these requirements
14192,18,73,annual regulatory cost submissions to the office of management and budget
14192,19,526,beginning with the regulatory plans as required under executive order 12866 of september 30 1993 regulatory planning and review as amended or any successor order for fiscal year 2026 and for each fiscal year thereafter a the head of each agency shall identify on an aggregated basis for regulations that increase incremental cost the offsetting regulations described in section 3c of this order and provide the agencys best approximation of the total costs or savings associated with each new regulation or repealed regulation
14192,20,190,b each regulation approved by the director during ial budget process shall be included in the unified regulatory agenda required under executive order 12866 as amended or any successor order
14192,21,147,unless otherwise required by law no regulation shall be added to or removed from the unified regulatory agenda without the approval of the director
14192,22,134,to accom plish the purposes of this order the director may also require additions to the unified regulatory agenda and regulatory plan
14192,23,344,c unless otherwise required by law no regulation shall be issued by an agency if it was not included in the most recent version or update of the published unified regulatory agenda as required under executive order 12866 as amended or any successor order unless the issuance of such regulation was approved in advance in writing by the director
14192,24,237,d during ial budget process the director shall identify to agencies a total amount of incremental costs that will be allowed for each agency in issuing new regulations and repealing regulations for each fiscal year after fiscal year 2025
14192,25,169,no regulations exceeding the agencys total incremental cost allowance will be permitted in that fiscal year unless required by law or approved in writing by the director
14192,26,106,the total incremental cost allowance may allow an increase or require a reduction in total regulatory cost
14192,27,122,e the director shall provide the heads of agencies with guidance on the implementation of the requirements in this section
14192,28,10,definition
14192,29,1096,for purposes of this order the term regulation or rule means an agency statement of general or particular applicability and future effect designed to implement interpret or prescribe law or policy or to describe the procedure or practice requirements of an agency including without limitation regulations rules memoranda administrative orders guidance documents policy statements and interagency agreements regard less of whether the same were enacted through the processes in the adminis trative procedure act but does not include a regulations issued with respect to a military national security home land security foreign affairs or immigrationrelated function of the united states b regulations related to agency organization management or personnel or c any other specific regulation or category of regulations exempted by the director who shall exempt those regulations or categories of regulations that impose minimal costs or burdens on the private sector or that are requested to be exempted by the assistant to and chief of staff or the assistant to and deputy chief of staff for policy
14192,30,14,implementation
14192,31,485,a the director is charged with implementing this order including by providing agencies with updated guidance on imple menting the tenforone rule described in section 3a of this order including processes for identifying regulations for elimination determining what con stitutes generally and specifically a rule or regulation for purposes of this order estimating and standardizing regulatory costs and ensuring compliance with the administrative procedure act and other applicable laws
